word,pos,meaning_zh,confidence,source,example_szy,example_zh
adidiay,,,★☆☆,corpus_highfreq,* Hulam talakaway a nipaluma nalunasulitan a sulu pulungamin a sulu《中國高等植物資料庫全庫》. Hulam kagak a yuan adidiay a mauzipay migankiway a suo中國科學院微生物研究所. [2009-02-24]. * Yuan-cu-min-cu wei-yuan-huy sapayu' a nipaluma nu Yuan-cu-min 行政院原住民族委員會-原住民族藥用植物2009-p28 * 花序數位典藏國家型科技計畫/應用服務分項計畫 * 中文維基-大薊: https://zh.wikipedia.org/wiki/%E5%A4%A7%E8%96%8A,
adih,,,★☆☆,corpus_highfreq,"Asperillus fumigatus u masatawasiay a lebawaan nu tademaw a balaan hina adih tu mei-cun, hini satu a la’cus ku tademaw. masatawasiay a lebawa mahida u luni ku lungida mi’su tu takulaw, mahiniay u masaluniay itida i bala’ u lalangawan nu hini a kitidaan, sisa hinalalid kina bala’ sumad satu ku bala’ ita. yu sumamad caay pisengal a miu’hu’h, yadah ku teluhu’, anu caay kapiyundu hina adih kita tu mahiniay a imelangan. nikudan satu, nikasumadan tu nu bala hida satu a utiih ku hahanhanan.",
adihan,,,★☆☆,corpus_highfreq,"Babalaki sa u kabung, mahicaykiya a adihan nika u sadihekuay.",
adihen,,,★☆☆,corpus_highfreq,"Moors (Muo-Ele a tademaw 摩爾人) a tatayna tatelecan ku adihen nuheni, lalielan apuyu’, tabaki ku menah, madicem ku cucu. kidemuay nu tatayna han usilaculay sa. siacawaw ku tatama tu kidemuay a tatayna, nipikikunga sa micide kuni ka kapah nunikasi kawawan, lalumaan namaka batad tayni namin miadih tu tatayna.",
ading,,[例] Tubah 保護 Kacaw。,★★★,ilrdf_xml,ading han ni Tubah ci Kacaw.,Tubah 保護 Kacaw。
adingen,,[例] 大人要保護小孩！,★★★,ilrdf_xml,adingen nu babalaki ku wawa!,大人要保護小孩！
adingu,,,★☆☆,corpus_highfreq,"1925 a mihcaan ,ci Cucecin mala paycin tabakiay a cacudadan nu malasaydanka tu , tucacay ademiad makaala cinida tu tigami nu wamanida Cuhungcin, sakamu sa utiih tu kuudip laecus tu, akay hatida tu sa, mabulah tu ci Cucecinan atu baki ; makaadih tinakamu, mulihaw ci Cucecinan, balakien tu udip hini sananay tu kupiayamali tu wawa, dateng sa cinida tina pina amihcaan caay kasasulul malwama, nabaw sa tahekal imata ku nipadungus niyama nida i pangiduan ya adingu nu kulul, namahida sa sulit satu cinid",
adingu1,,[例] 動物有生命但是沒有靈。,★★★,ilrdf_xml,nayay ku adingu nu aadupen u langaw sa nu uzip.,動物有生命但是沒有靈。
adingu2,,[例] 我們抓不到樹的影子。,★★★,ilrdf_xml,cayay ka zakep ku adingu nu kilang.,我們抓不到樹的影子。
adipapang,,[例] 廣場上有蝴蝶。,★★★,ilrdf_xml,i zau ku adipapang i putah.,廣場上有蝴蝶。
adipenuc,,[例] 黑螞蟻咬人很痛。,★★★,ilrdf_xml,adada ku nikalatan nu adipenuc.,黑螞蟻咬人很痛。
adiping,,[例] 這是鵝冠。,★★★,ilrdf_xml,adiping nu gaciw kuni.,這是鵝冠。
adiwawa,,[例] 小孩戴的帽子是綠色的。,★★★,ilrdf_xml,u langdaway ku tupel niya adiwawa.,小孩戴的帽子是綠色的。
adiyuc,,[例] 大旋風會吹走房屋。,★★★,ilrdf_xml,tabakiyay adiyuc sa mibituwad tu luma'.,大旋風會吹走房屋。
aduh,,[例] Akiw 早上一打米，鄰居就很高興。,★★★,ilrdf_xml,aduh sa ci Akiw i nasanal sa kanamuhan nu belaw.,Akiw 早上一打米，鄰居就很高興。
adup,,[例] 年齡階級就這麼獵到了一隻很瘦 的山羊。,★★★,ilrdf_xml,adup sa ku selal sa u makudusay a sizi.,年齡階級就這麼獵到了一隻很瘦 的山羊。
aedaedap,,[例] 他們兄弟姐妹相互幫忙。,★★★,ilrdf_xml,aedaedap sa kiza malekakaay.,他們兄弟姐妹相互幫忙。
aenem,,[例] 我們六個人結伴去賺錢。,★★★,ilrdf_xml,aenem kami masakaput misakuli.,我們六個人結伴去賺錢。
aenengan,,,★☆☆,corpus_highfreq,"1240 a mihca 12 a bulad a Pa-tu midebung mahamin tu mapeci’ kuyni a tukay, Ci-pu malawpes t uku naayaway tu pinaay a seci nu nikaala malilid ku cen-ce, Sa-hwang a aenengan zikuz namalimad tayza i Mu-si-ke makutay Low-s a tademaw. cunus zikuz icelangay a kanatal a mulekal, miliyaw ku itiniay mala kuyni tabakiay a kanatal nu lilisay a muliyaw tu kitizaan “Li-taw-wan a tabakiay a kanatal, Pow-lan Li-taw-wan malacabay, E-low-s hungti a Kanata”",
aepipeng,,[例] 溪邊長很多射干。,★★★,ilrdf_xml,i bukelal yadah ku langaw nu aepipeng.,溪邊長很多射干。
africa,,,★☆☆,corpus_highfreq,"&quot;nina kakitidaan ini’ ku &quot;kapahay a tademaw&quot; nu Cence nikasasupatay&quot; numa anupay atu sakatalawan numicepcepay a Africa (西非) a kanatal Mali, nu cacayay masakaputay paciciyan i sudu midebung a haitay &quot;patideng tu tademaw palekal tu kawaw&quot; sa, debungan nuheni ku Cuntun a luma’, paciciyan nuheni kuni singkiwan inaiay ku laheciay caay palutadenga tu binawlan a cungtun ci Kayta (凱塔) &quot; Ibrahim Boubacar Keita), dakepen cinida pataydan i hitayhitayan.",
ahbal,,[例] Kacaw 家的睡房相當寬闊。,★★★,ilrdf_xml,ahbal ku kakabian nu luma' ni Kacaw.,Kacaw 家的睡房相當寬闊。
ahbalay,,[例] 買房子要買庭院寬闊的！,★★★,ilrdf_xml,ahbalay ku putah ku cacakayen a luma'!,買房子要買庭院寬闊的！
ahcid,,[例] 用舔的嚐湯的鹹度！,★★★,ilrdf_xml,tinacen ku kabi mitaneng tu ahcid!,用舔的嚐湯的鹹度！
ahebal,,[例] Panay 種的樹很寬。,★★★,ilrdf_xml,ahebal ku nipalumaan ni Panay tu kilang.,Panay 種的樹很寬。
ahebalay,,[例] 我們的路比較寬。,★★★,ilrdf_xml,mita a zazan ku ahebalay.,我們的路比較寬。
ahecid,,[例] 那女人煮的菜很鹹。,★★★,ilrdf_xml,ahecid ku nisalami' niza tatayna.,那女人煮的菜很鹹。
aheciday,,[例] 鹽膚木的果實是鹹的。,★★★,ilrdf_xml,aheciday ku heci nu lebus.,鹽膚木的果實是鹹的。
aheciden,,[例] 我覺得醃肉很鹹。,★★★,ilrdf_xml,aheciden kaku tu silaw.,我覺得醃肉很鹹。
ahemaw,,[例] 這石頭很輕。,★★★,ilrdf_xml,ahemaw kina ba'tu.,這石頭很輕。
ahemaway,,[例] Bunuk 的體重很輕。,★★★,ilrdf_xml,ahemaway ku daduy ni Bunuk.,Bunuk 的體重很輕。
ahemawen,,[例] 我覺得老師的工作很輕鬆。,★★★,ilrdf_xml,ahemawen kaku tu malasaydangay.,我覺得老師的工作很輕鬆。
ahemi'1,,[例] 這個土鬆軟。,★★★,ilrdf_xml,ahemi' kina lala'.,這個土鬆軟。
ahemi'2,,[例] 魚價很便宜。,★★★,ilrdf_xml,ahemi' ku aca nu buting.,魚價很便宜。
aheteng,,[例] Palud 家前面的狗屎味很臭。,★★★,ilrdf_xml,aheteng ku tayi' nu wacu i nuayawan nu luma' ni Palud.,Palud 家前面的狗屎味很臭。
ahetengay,,[例] 臭豆腐很好吃。,★★★,ilrdf_xml,ahetengay a tawhu asu' kanen.,臭豆腐很好吃。
ahetengen,,[例] 我覺得豬圈很臭。,★★★,ilrdf_xml,ahetengen kaku tu palengetan.,我覺得豬圈很臭。
ahican,,,★☆☆,corpus_highfreq,"""hang, hina palita kaku tu pasapaiyuay ahican mukan ku sapaiyu, wida sa u mikuliay tu pasapaiyuay mikuliay kuheni ahican caypikuli mietan sakaudip.",
ahicanaca,,[例] 抱歉！無法騰空幫你。,★★★,ilrdf_xml,ahicanaca nayi' ku lawad nu maku mipadang.,抱歉！無法騰空幫你。
aidangan,,,★☆☆,corpus_highfreq,* 中文維基百科 : 太魯閣國家公園 *https://zh.wikipedia.org/zh-tw/%E5%A4%AA%E9%AD%AF%E9%96%A3%E5%9C%8B%E5%AE%B6%E5%85%AC%E5%9C%92縮圖|Taluku kanatal aidangan 太魯閣國家公園 kakuniza:Sabak Tutuy,
ailuc,,[例] 我向後仰的時候頸項很痛。,★★★,ilrdf_xml,adada ku ailuc nu maku sipidaang.,我向後仰的時候頸項很痛。
ak'ak,,,★☆☆,corpus_highfreq,"China kasumamadan izaw ku ak'ak patineng tu kakadihan sa, pakatukuh sa miazih tu tuki. Sey-ci-suan ""lang-yu-ci"" sakacacay a cuang, pakatukuhay tu kapahay a kawawana ak'ak ""u itimulanay a kamu sa kanamuhan kya Si-cuy kabidangan kya ak'ak sa, uiamisay a kamu sa caay kalecad kapahay ku ak'ak sa makatalay kya Si-cuy sa.",
akamu,,,★☆☆,corpus_highfreq,"1991 “akute” nuayawan a mihcaan, akamu u sakaedengan nu tualci, kute hida hantu “buyu’ay atademaw kani pangangan.",
akawaw,,,★☆☆,corpus_highfreq,"1909 amihcaan, ciYi-nen-ciya-ci mahedek ku ""tabakiay a dipu nu cudad musilac -u taywan"" 1922 amihcaan ""taysiwsabaw cacay a mihcaan"" upulung nu mikuwanay patideng tu ""taywan a mikuwanay naemekan anikaydaan a wiyunhuy muawaw ci Yi-nen-ciya-cimamisulit tunu cin-day a taywan nu naemekan, wonisa pasayni i taywan nu naemekan macalilaw tabaki a akawaw a ""taywan lalangawan a kawaw"".",
akaway,,[例] 甘蔗的莖部是甜的。,★★★,ilrdf_xml,akaway nu tebus sa sicedam ku salang.,甘蔗的莖部是甜的。
akay,,,★☆☆,corpus_highfreq,"1465 amihcaan, kutenpaw malaidaw ku kapahay u tinsukiw nu tapang pabi han cinida tu kapahay a ngangan “Hofmann” angangan. Ina ngangan maka patayni tu kibetulaynu nuepeu. Imahin akay taluma tu cinida i mayince.",
akenek,,[例] 苦瓜苦苦的。,★★★,ilrdf_xml,akenek ku heci nu kakulut.,苦瓜苦苦的。
akeneken,,[例] 我覺得苦瓜很苦。,★★★,ilrdf_xml,akeneken kaku tu heci nu kakulut.,我覺得苦瓜很苦。
akenih,,[例] 吃飯過量容易內急。,★★★,ilrdf_xml,tadamabecul sa hina akenih.,吃飯過量容易內急。
akik,,[例] 烤過的魚很好吃。,★★★,ilrdf_xml,akik hananay a buting sa asu'.,烤過的魚很好吃。
akiken,,[例] 將猴肉拿去烤！,★★★,ilrdf_xml,akiken kiya titi nu ungay!,將猴肉拿去烤！
aku,,[例] 上面記載的是我的名子。,★★★,ilrdf_xml,aku ku singanganay i pabaw.,上面記載的是我的名子。
akung,,[例] 阿公的鬍鬚很長。,★★★,ilrdf_xml,tanaya' ku ngisngis ni akung.,阿公的鬍鬚很長。
akuti',,[例] 病人的頭摸起來熱熱的。,★★★,ilrdf_xml,akuti' a tebingen ku tangah nu imelangay.,病人的頭摸起來熱熱的。
akuti'ay,,,★☆☆,corpus_highfreq,"i hekalay micuda, mikuliay a wawanamin, tu mihmihcaan u sapaengaw sakaydihan a taluma' maydih mukan tu akuti'ay a mulimuli, u aheciday u sicedamay kapah tu namin, micunus tu sakayicelang nu udip, kya idaw ku satulin mikuli ihekal.",
al,,,★☆☆,corpus_highfreq,Salman bin Hamad Al Khalifa,
ala,,[例] 碗櫃裡的鹽巴順便拿來。,★★★,ilrdf_xml,ala hantu ku cikah i pakaysingan.,碗櫃裡的鹽巴順便拿來。
alabuh,,[例] 要撣一撣衣服上的塵埃！,★★★,ilrdf_xml,tihtihen ku alabuh nu zikuc!,要撣一撣衣服上的塵埃！
alaen,,[例] 把床舖底下的小鋤頭拿出來！,★★★,ilrdf_xml,alaen ku saluk i sasa nu kalibungan!,把床舖底下的小鋤頭拿出來！
alahican,,,★☆☆,corpus_highfreq,11. 個性是你一生中最可貴的品質。 alahican anu cacay acabku nu mukasi a cida kikapahan ku kamu aca.,
alan,,,★☆☆,corpus_highfreq,"18 a bulad nadikudan , pa-pi-lu a hitay mikiayaw mueneng tina tukayan mamin pecian nu heni , u cabeng nu langat papeci, u kiwkay tuduhan , tabakiay a kiwkay I labuay a ekim nu cancanan mamin alan ni pa-pi-lun.",
alandis,,[例] 茵陳蒿的根是治療膽的藥。,★★★,ilrdf_xml,u lamit nu alandis sa sapaiyu tu besi.,茵陳蒿的根是治療膽的藥。
alaw,,,★☆☆,corpus_highfreq,"""i sulesuledaan kalalikeluhan"" (nu Yin-ku a kamu: Frozen) sakay nu 2013 a mihcaan masa nu igagay i tinnaway pisanga a datuk, musiluyay u 3D hananay a kacudu, na u Ti-se-niay nu manggaay nipasanga palekal tuynian atu pakacuduay a kusi nipasiwbayan, saka nu ngatu saka 53 kayadah nu Ti-se-niay pidepitanay i balucu’ a masatanayuay mangga, sipasumad tunuya mulaay a kungku ni Antesen hananay ya ""sulesuledaan a tapang nu tatayna"". ina kacudu sa u pacuyakuay tu nu matalulay a kungcu, iti nipacabayan nu ",
alawan,,[例] Muli 搶走 Benel 的老公。,★★★,ilrdf_xml,alawan ni Muli ku acawa ni Benel.,Muli 搶走 Benel 的老公。
alaway,,[例] 愛唱歌的人把樹杞當歌詞。,★★★,ilrdf_xml,dadadiwen nu madadiway ku alaway a paulic.,愛唱歌的人把樹杞當歌詞。
alebis,,[例] 老鷹比大冠鳩大。,★★★,ilrdf_xml,ki tabakiyan nu palang ku alebis.,老鷹比大冠鳩大。
aledah,,[例] Kacaw 的小辣椒特別辣。,★★★,ilrdf_xml,aledah ku kalimutuc a daydam ni Kacaw.,Kacaw 的小辣椒特別辣。
aledahaen,,[例] 我覺得辣椒很辣。,★★★,ilrdf_xml,aledahaen kaku tu daydam.,我覺得辣椒很辣。
aledahen,,[例] 牛肉炒辣一點！,★★★,ilrdf_xml,aledahen ku piciyan tu titi nu katalalan!,牛肉炒辣一點！
alem,,[例] 穿山甲的食物是螞蟻。,★★★,ilrdf_xml,u puduh ku kanen nu alem.,穿山甲的食物是螞蟻。
alemet,,[例] 狀元紅的果實成熟了。,★★★,ilrdf_xml,mazuhem tu ku heci nu alemet.,狀元紅的果實成熟了。
ales1,,[例] Abu放棄讀書的機會。,★★★,ilrdf_xml,ales han ni Abu ku picudad,Abu放棄讀書的機會。
ales2,,[例] Sinay 因生病就把菸戒掉。,★★★,ilrdf_xml,naimelang ci Sinay ales hantu niza ku tabaku.,Sinay 因生病就把菸戒掉。
alesan,,[例] Edi'已被 Inga'甩了。,★★★,ilrdf_xml,alesan tu ni Inga' ci Edi'.,Edi'已被 Inga'甩了。
alesen,,[例] 把煙戒掉！,★★★,ilrdf_xml,alesen tu ku tabaku!,把煙戒掉！
ali,,,★☆☆,corpus_highfreq,"1945 a mihcaan 4 a bulad 28 a demiad Su-lyen sumanahay a hitay micumud milais tu Pow-lin tuse a kitizaan. ci Si-te-le musakamu tu sakakaay a kayngung ci Ten-ni-ce u mamicaluk tu sakakaay nu mikeliday, pasakamu tu pu-cang ci Ke-pey-alan mala micalukay nu situngusay mikuwan, tang-u-pucang ci Paw-man mala u micalukay nu na-suy-tang-so, patulun zakepen ku cayay pikilulay ci Ke-li atu ci Si-mu-lay, ayaw kuwangen henay niza ci I-wa.Pu-law-en a ali misabalucu’ay milaliw nu misebengay a sakapu nu mikeli",
alialisalapan,,[例] Tulay 的工寮有很多蜈蚣。,★★★,ilrdf_xml,alialisalapan ku dabek ni Tulay.,Tulay 的工寮有很多蜈蚣。
alidateng,,[例] 被咬人狗碰到時，要用姑婆芋來擦。,★★★,ilrdf_xml,mateming ku alidateng u tabayal ku sapasipasip.,被咬人狗碰到時，要用姑婆芋來擦。
alikakay,,[例] Alikakay 現在怕人。,★★★,ilrdf_xml,mapidah tu ku Alikakay ayza tu tademaw.,Alikakay 現在怕人。
alingul,,[例] 楓香樹幹是種香菇的好材料。,★★★,ilrdf_xml,u kapahay a pisabudu'an ku alingul.,楓香樹幹是種香菇的好材料。
alipatu,,[例] 老人把雞腿給小孩吃。,★★★,ilrdf_xml,u alipatu ku sapakan nu babalaki tu wawa.,老人把雞腿給小孩吃。
alisalap,,[例] 我很怕蜈蚣。,★★★,ilrdf_xml,matalaw kaku tu alisalap.,我很怕蜈蚣。
altipal,,[例] 農人最討厭白頭翁鳥。,★★★,ilrdf_xml,Kakaiyan nu malukay ku altipal.,農人最討厭白頭翁鳥。
alualungdasan,,[例] 樂合部落的小溪是很多錦蛇的地方。,★★★,ilrdf_xml,alualungdasan ku sauwac nu Halawan.,樂合部落的小溪是很多錦蛇的地方。
alualupalan,,[例] 現在有柿子的地方已少見了。,★★★,ilrdf_xml,nayi' tu maazih ku alualupalan i Maibul ayza.,現在有柿子的地方已少見了。
alubu,,[例] 這是 Sayun 的肩袋。,★★★,ilrdf_xml,alubu ni Sayun kuyni.,這是 Sayun 的肩袋。
alubuway,,[例] 我的口袋裡沒有錢。,★★★,ilrdf_xml,nayay ku i alubuway a kalisiw nu maku.,我的口袋裡沒有錢。
alucen,,[例] Kaniw 被雨傘節咬。,★★★,ilrdf_xml,makalat nu alucen a bawu ci Kaniw.,Kaniw 被雨傘節咬。
aluday,,[例] 習慣走這條路。,★★★,ilrdf_xml,aluday muculil tina zazan.,習慣走這條路。
alukul,,[例] 酒精是製酒的原料。,★★★,ilrdf_xml,u alukul ku sapisanga' tu epah.,酒精是製酒的原料。
alulen,,[例] Bunuk 沖走 Lali'死掉的狗。,★★★,ilrdf_xml,alulen ni Bunuk ku mapatayay a wacu ni Lali'.,Bunuk 沖走 Lali'死掉的狗。
alungdas,,[例] 錦蛇沒有毒性。,★★★,ilrdf_xml,nayi' ku ledek nu alungdas.,錦蛇沒有毒性。
alupal,,[例] 臺灣出產的柿子澀澀的。,★★★,ilrdf_xml,cupelak ku alupal nu Taywan.,臺灣出產的柿子澀澀的。
ama,,[例] 我喜歡我的父親。,★★★,ilrdf_xml,manamuh kaku tu ama nu maku.,我喜歡我的父親。
amaan,,[例] 有客人來拜訪父親。,★★★,ilrdf_xml,izau ku labang mizizaw ci amaan.,有客人來拜訪父親。
amabaliyus,,[例] 颱風將至我們要小心。,★★★,ilrdf_xml,amabaliyus tu sa pihaymawi kita.,颱風將至我們要小心。
amabecul,,[例] 我吃三顆蛋就會飽了。,★★★,ilrdf_xml,tulu ku ti'kuk sa amabecul tu kaku.,我吃三顆蛋就會飽了。
amabi',,[例] 睡覺前草蓆攤開。,★★★,ilrdf_xml,celak tu siyam amabi'.,睡覺前草蓆攤開。
amabihun,,[例] 往生者待會兒將被上妝。,★★★,ilrdf_xml,anu sawni amabihun ku mapatayay.,往生者待會兒將被上妝。
amacabiyas,,[例] 水缸的水快要滿出來了。,★★★,ilrdf_xml,amacabiyas tu ku nanum nu caykeng.,水缸的水快要滿出來了。
amakaazih,,[例] 我看到他就覺得好噁心。,★★★,ilrdf_xml,niki sa kaku amakaazih tiya tau.,我看到他就覺得好噁心。
amalaadipapang,,[例] 蠶結繭了將要變成蛾。,★★★,ilrdf_xml,misamayu tu kina kayku amalaadipapang.,蠶結繭了將要變成蛾。
amalingatu,,[例] 新的一年即將來到。,★★★,ilrdf_xml,amalingatu tu ku baluhay a mihecaan.,新的一年即將來到。
amaliyuh,,[例] Pucu'這個男人什麼都不會還自以為是。,★★★,ilrdf_xml,u canan ku satamatamaen ni Pucu' amaliyuh tu kawaw.,Pucu'這個男人什麼都不會還自以為是。
amana,,[例] 不行忘記去馬立雲部落。,★★★,ilrdf_xml,amana ka pawan tayza i Maibul.,不行忘記去馬立雲部落。
amanakasa,,[例] 有什麼想法不要不說。,★★★,ilrdf_xml,u canan ku nizatengan tezep amanakasa.,有什麼想法不要不說。
amatenes,,[例] 我製作這蟹籠會很久。,★★★,ilrdf_xml,amatenes yu kina sasanga'en tina cahulak.,我製作這蟹籠會很久。
amay,,[例] 你手上拿書給我。,★★★,ilrdf_xml,amay kya cudad i limaay nu misu.,你手上拿書給我。
amayen,,[例] 去向 Daung 要樹豆！,★★★,ilrdf_xml,amayen ci Daung tu daung niza!,去向 Daung 要樹豆！
amayiza,,[例] 我們要往海邊的方向前進。,★★★,ilrdf_xml,amayiza i bayu ku culil nu mita.,我們要往海邊的方向前進。
ami,,,★☆☆,corpus_highfreq,"20 asiki, u nisulitan nida hina alan nutaw palabaluhayay a sapasubana’ sumade miliyaw aca matepa nu heni ku epuc. u nisulita nida katukuh ayda u sakanamuhan, i kitakt a cikiw cayay naming kalecad ku lalangawan atu sapikuwan nu tatudung ami patahekal a tu micuyaku pasubana’.",
ami'baw,,[例] 我將要承包蓋房子的工程。,★★★,ilrdf_xml,ami'baw kaku tu luma' misanga'.,我將要承包蓋房子的工程。
amiacak,,[例] 在陽光下烘乾衣服。,★★★,ilrdf_xml,i cilalen ku ni pawali amiacak tu zikuc.,在陽光下烘乾衣服。
amiacaw,,[例] Kacaw 將要把洗澡水舀掉。,★★★,ilrdf_xml,amiacaw ci Kacaw tu lalilucan a nanum.,Kacaw 將要把洗澡水舀掉。
amiatal,,[例] 我將要從甕裡舀酒。,★★★,ilrdf_xml,amiatal kaku tu epah i tedus.,我將要從甕裡舀酒。
amibetil,,[例] 彈弓瞄準射鳥。,★★★,ilrdf_xml,sulahid tu ayam amibetil.,彈弓瞄準射鳥。
amica,,[例] 明天你要作什麼？,★★★,ilrdf_xml,amica kisu anucila?,明天你要作什麼？
amicumud,,[例] 螞蟻差一點進耳朵。,★★★,ilrdf_xml,macapi tu amicumud ku puduh i tangila.,螞蟻差一點進耳朵。
amicunus,,,★☆☆,corpus_highfreq,"1970 a mihcaan nu nadikudan , mukilul tu kitakit u kung-yi a kanatal u sapilacul caay pisengal amicunus , u sapatalakaw tu sapaculil tu saculil sapananam tu sapilaculu macakatay maydih tu , te-ku, dipun, amilika, ciya-nata, huwa-ku, ing-ku, cung-huwa zen-min kung0he-ku, su-lin a kanatal madaduduc malungatu misanga tu manabaway a tipid a si-tung amilingatu .",
amid,,[例] 這是愛慕他送的禮物。,★★★,ilrdf_xml,nya manamuhay ci nizaan a amid kuyni.,這是愛慕他送的禮物。
amihcaan,,,★☆☆,corpus_highfreq,"12 kumihcaan nida tayda i yitali, sayaway sa i ssisili, milan, napulese tidamaudip, 1553 amihcaan i lumasenyihan, latelam a kiwkay malamutuduay mudadiw.",
amilangec,,[例] 我們明天要割稻。,★★★,ilrdf_xml,amilangec kami anucila.,我們明天要割稻。
amilika,,,★☆☆,corpus_highfreq,""" nu tuse nu aadupan"" iti 2016 a mihcaan 2 a bulad 13 a demiad i Pilise a kanatal ya Pulusay-el i pilisinan tu kacudu a demiad palekal tu nikasayawan a pazizaw, kalecadan nu mihcaan i 3 a bulad 4 a demiadan iti kaamisan nu Amilika a buluku u 2D, 3D, RealD, IMAX 3D a kasaditan papizizaw tu mimelaway. nipazizawan nu kacudu sa, i nu dikudan kapah amin a piliclic nu mikinaulay, katuud ku miliclicay nu mitesekay a tademaw patatudu tu lima sikasenengan ku datuk nu masakaputay, u ulic nu kungku, atu pi",
